Address of the Book Box,Latitude,Longitude,Title of the Book,Name of the First Author or Publisher,Book URL,Image Link
Frederik Lintsstraat 48,50.8732159,4.7029886,Wij Amuseren ons Kapot,Neil Postman,https://www.bol.com/be/nl/p/wij-amuseren-ons-kapot/1001004005153166/,img/Frederik Lintsstraat 48.jpg
Frederik Lintsstraat 48,50.8732159,4.7029886,De Schrik Van De Imbosch,Pim Pandoer,https://www.bol.com/be/nl/p/pim-pandoer-de-schrik-van-de-imbosch/9200000048568803/,img/Frederik Lintsstraat 48.jpg
Frederik Lintsstraat 48,50.8732159,4.7029886,Mik heeft de hik,Agnes Verboven,https://www.bol.com/be/nl/p/mik-heeft-de-hik/666824989/,img/Frederik Lintsstraat 48.jpg
Frederik Lintsstraat 48,50.8732159,4.7029886,Pavillon Rouge,Laura Whetter,No link found,img/Frederik Lintsstraat 48.jpg
Frederik Lintsstraat 48,50.8732159,4.7029886,Die andere Torn,Gil Vander Heyden,https://www.bol.com/be/nl/p/die-andere-torn-g-van-der-heyden/666881473/,img/Frederik Lintsstraat 48.jpg
Dekenstraat 6,50.8740725,4.7083282,Brieven aan Miriam,Heuckelom,https://www.bol.com/be/nl/p/brieven-aan-miriam/1001004001521215/,img/Dekenstraat 6.jpg
Dekenstraat 6,50.8740725,4.7083282,In de greep van de Octopus,Henri van der Zee,https://www.bol.com/be/nl/p/in-de-greep-van-de-octopus/1001004001549251/,img/Dekenstraat 6.jpg
Dekenstraat 6,50.8740725,4.7083282,Keys to Management,David Cotton,https://www.bol.com/be/nl/p/keys-to-management-paper/1001004002880646/,img/Dekenstraat 6.jpg
Groefstraat 2,50.8796268,4.6850172,Kitty Ontdekt een Geheim,Nel Schutteva¨ºr-Velthuys,No link found,img/Groefstraat 2.jpg
Groefstraat 2,50.8796268,4.6850172,Taaier Dan een Husky,Ranulph Fiennes,https://www.bol.com/be/nl/p/taaier-dan-een-husky/1001004001531737/,img/Groefstraat 2.jpg
Groefstraat 2,50.8796268,4.6850172,Het Verhaal van Kyra,Jan Ruysbergh,https://www.bol.com/be/nl/p/d5r-4-het-verhaal-van-kyra/9200000054623783/,img/Groefstraat 2.jpg
Groefstraat 2,50.8796268,4.6850172,Villa Vintage,Isabel Wolff,https://www.bol.com/be/nl/p/villa-vintage/1001004006831922/,img/Groefstraat 2.jpg
Groefstraat 2,50.8796268,4.6850172,Heresy,S. J. Parris,https://www.bol.com/be/nl/p/heresy/1001004010979230/,img/Groefstraat 2.jpg
Groefstraat 2,50.8796268,4.6850172,70 Recepten voor 4 Seizoenen,Eva de Winter,https://www.bol.com/be/nl/p/70-recepten-voor-4-seizoenen-eva-de-winter/9200000048512466/,img/Groefstraat 2.jpg
Groefstraat 2,50.8796268,4.6850172,Stijlfolle Keukens,Bert De Pau,https://www.bol.com/be/nl/p/stijlvolle-keukens-2/9200000005563567/,img/Groefstraat 2.jpg
Groefstraat 2,50.8796268,4.6850172,Woninginrichting,Test Aankoop,https://www.bol.com/be/nl/p/gold-collagen-multidose-1-maand/9300000130444022/,img/Groefstraat 2.jpg
Groefstraat 2,50.8796268,4.6850172,Martin Ghay Uit Naam Van Al De Mijnen,Martin Gray,https://www.bol.com/be/nl/p/uit-naam-van-al-de-mijnen/9200000049545491/,img/Groefstraat 2.jpg
Groefstraat 2,50.8796268,4.6850172,Zalige Salades,Lionel Martinez,https://www.bol.com/be/nl/p/zalige-salades/1001004005138051/,img/Groefstraat 2.jpg
Groefstraat 2,50.8796268,4.6850172,Cirkel Van Het Kwaad,Wilbur Smith,https://www.bol.com/be/nl/p/hector-cross-2-cirkel-van-het-kwaad/9200000011870853/,img/Groefstraat 2.jpg
Groefstraat 2,50.8796268,4.6850172,25 Gorgeous Sweaters for the Brand-New Knitter,Catherine Ham,https://www.bol.com/be/nl/p/25-gorgeous-sweaters-for-the-brand-new-knitter/1001004002141254/,img/Groefstraat 2.jpg
Groefstraat 2,50.8796268,4.6850172,Wegwijs in Wijn 2016,Test Aankoop,https://www.bol.com/be/nl/p/wegwijs-in-wijn-speciaal-dossier-chardonnay-uit-de-nieuwe-wereld-2013/9200000049048549/,img/Groefstraat 2.jpg
Groefstraat 2,50.8796268,4.6850172,Politie,Jo Nesb?,https://www.bol.com/be/nl/p/harry-hole-10-politie/9200000089684379/,img/Groefstraat 2.jpg
Groefstraat 2,50.8796268,4.6850172,Mamma Boe Op Zoek naar Thuis,Christian Ryltenius,https://www.bol.com/be/nl/p/mamma-boe-op-zoek-naar-thuis/9300000082805279/,img/Groefstraat 2.jpg
Groefstraat 2,50.8796268,4.6850172,The Book of Strange New Things,Michel Faber,https://www.bol.com/be/nl/p/the-book-of-strange-new-things/9200000025528786/,img/Groefstraat 2.jpg
Refugehof 9,50.8766245,4.6935976,Rivka,Femmetje De Wind,https://www.bol.com/be/nl/p/rivka/9200000049736303/,img/Refugehof 9.jpg
Refugehof 9,50.8766245,4.6935976,Nanda Roep en Hans Kuyper,Tanja en Douwe Verliefd,No link found,img/Refugehof 9.jpg
Refugehof 9,50.8766245,4.6935976,Het Wonder van St Bruno,Philippa Carr,No link found,img/Refugehof 9.jpg
Refugehof 9,50.8766245,4.6935976,Bel Ria,Sheila Burnford,https://www.bol.com/be/nl/p/bel-ria/9200000066610331/,img/Refugehof 9.jpg
Refugehof 9,50.8766245,4.6935976,Honingtranen,Nafisa Haji,https://www.bol.com/be/nl/p/honingtranen/1001004011270004/,img/Refugehof 9.jpg
Refugehof 9,50.8766245,4.6935976,In Handen Van De Vijand,Elizabeth George,https://www.bol.com/be/nl/p/in-handen-van-de-vijand-elizabeth-george/1001004005734978/,img/Refugehof 9.jpg
Refugehof 9,50.8766245,4.6935976,De Dyslectische-Hartenclub,Hanneke Hendrix,https://www.bol.com/be/nl/p/de-dyslectische-hartenclub/9200000025959641/,img/Refugehof 9.jpg
Refugehof 9,50.8766245,4.6935976,Geloof Hoop Liefde,Kathryn Spink,https://www.bol.com/be/nl/p/geloof-hoop-liefde-leven-en-werken-van-moeder-teresa/666817453/,img/Refugehof 9.jpg
Refugehof 9,50.8766245,4.6935976,Morgen Ben Ik De Bruid,Kirsten Sawyer,https://www.bol.com/be/nl/p/morgen-ben-ik-de-bruid/1001004006191099/,img/Refugehof 9.jpg
Refugehof 9,50.8766245,4.6935976,Focus!,Leo Babauta,https://www.bol.com/be/nl/p/focus/1001004006847308/,img/Refugehof 9.jpg
Refugehof 9,50.8766245,4.6935976,Ti?p Th? Tr?c Tuy?n Th?ng Minh,Alex Blyth,No link found,img/Refugehof 9.jpg
Refugehof 9,50.8766245,4.6935976,Optimaal Gezond in 8 Weken,Andrew Weil,https://www.bol.com/be/nl/p/optimaal-gezond-in-8-weken/666829277/,img/Refugehof 9.jpg
Refugehof 9,50.8766245,4.6935976,Sue Grafton L Staat voor Leugens,Sue Grafton,https://www.bol.com/be/nl/p/l-staat-voor-leugens/666774857/,img/Refugehof 9.jpg
Refugehof 9,50.8766245,4.6935976,Les Vivants et les Morts,Gerard Mordillat,https://www.bol.com/be/nl/p/les-vivants-et-les-morts-prix-rtl-lire-2005/9200000033716957/,img/Refugehof 9.jpg
Refugehof 9,50.8766245,4.6935976,Leren Kiezen / Kiezen Leren 04 Balans,Frans Meiers,No link found,img/Refugehof 9.jpg
Refugehof 9,50.8766245,4.6935976,Baccara,Jacqueline Diamond,https://www.bol.com/be/nl/p/baccara-extra-32-baccara-extra-band-32/9300000158779094/,img/Refugehof 9.jpg
Redingenstraat 90,50.872708,4.6944934,Harten Is Troef,Louis Verbeeck,https://www.bol.com/be/nl/p/harten-is-troef-louis-verbeeck/1001004001546624/,img/Redingenstraat 90.jpg
Redingenstraat 90,50.872708,4.6944934,Over De Bril Heen,Louis Verbeeck,https://www.bol.com/be/nl/p/over-de-bril-heen/1001004005165488/,img/Redingenstraat 90.jpg
Redingenstraat 90,50.872708,4.6944934,Baby-Gami,Andrea Sarvady,https://www.bol.com/be/nl/p/baby-gami/1001004002450471/,img/Redingenstraat 90.jpg
Redingenstraat 90,50.872708,4.6944934,Se?ora Honingzoet,Fanny Buitrago,No link found,img/Redingenstraat 90.jpg
Redingenstraat 90,50.872708,4.6944934,De Kleine Lord,Frances Hodgson Burnett,https://www.bol.com/be/nl/p/de-kleine-lord/9300000167534720/,img/Redingenstraat 90.jpg
Redingenstraat 90,50.872708,4.6944934,Visuele Leidraad XML,Vander Veer Mengle,No link found,img/Redingenstraat 90.jpg
Redingenstraat 90,50.872708,4.6944934,Gezonde Voeding voor Uw Baby Heerlyk Vers en Zelfgemaakt,Anne Iburg,No link found,img/Redingenstraat 90.jpg
Redingenstraat 90,50.872708,4.6944934,Baby's Die Veel Huilen,Sheila Kitzinger,https://www.bol.com/be/nl/p/baby-s-die-veel-huilen/1001004001507830/,img/Redingenstraat 90.jpg
Redingenstraat 90,50.872708,4.6944934,Onder De Tropenzon,Johan Fabricius,https://www.bol.com/be/nl/p/toontje-poland-onder-de-tropenzon/1001004005151703/,img/Redingenstraat 90.jpg
Redingenstraat 90,50.872708,4.6944934,Vele Hemels Boven De Zevende,Griet Op de Beeck,https://www.bol.com/be/nl/p/vele-hemels-boven-de-zevende/9200000095471489/,img/Redingenstraat 90.jpg
Redingenstraat 90,50.872708,4.6944934,Damiano,R. A. MacAvoy,https://www.bol.com/be/nl/p/damiano/9200000034993683/,img/Redingenstraat 90.jpg
Quinten Metsysplein 3,50.876462,4.7122765,Null Gleich Eins,Arne Dahl,https://www.bol.com/be/nl/p/null-gleich-eins/9300000147712591/,img/Quinten Metsysplein 3.jpg
Quinten Metsysplein 3,50.876462,4.7122765,Meester van de Zwarte Molen,Otfried Preussler,https://www.bol.com/be/nl/p/meester-van-de-zwarte-molen/666808118/,img/Quinten Metsysplein 3.jpg
Quinten Metsysplein 3,50.876462,4.7122765,Amerigo,Kees Putman,https://www.bol.com/be/nl/p/amerigo/1001004001653459/,img/Quinten Metsysplein 3.jpg
Quinten Metsysplein 3,50.876462,4.7122765,De Wraak van de Toeareg,J. J. Groenewrg,No link found,img/Quinten Metsysplein 3.jpg
Quinten Metsysplein 3,50.876462,4.7122765,Het Wonder van de Liefde,Aleen Leslie,No link found,img/Quinten Metsysplein 3.jpg
Quinten Metsysplein 3,50.876462,4.7122765,"So Long, Archie",Willi Heinrich,https://www.bol.com/be/nl/p/so-long-archie/9200000049539670/,img/Quinten Metsysplein 3.jpg
Koetsweg 45,50.8747052,4.7338468,La Transicion,El Pais,https://www.bol.com/be/nl/p/en-el-pais-de-la-nube-blanca/9200000110978067/,img/Koetsweg 45.jpg
Koetsweg 45,50.8747052,4.7338468,Boze Tongen,Tom Lanoye,https://www.bol.com/be/nl/p/boze-tongen/1001004001571421/,img/Koetsweg 45.jpg
Koetsweg 45,50.8747052,4.7338468,Industriefotografie Schriftenreihe,Reinhard Matz,No link found,img/Koetsweg 45.jpg
Koetsweg 45,50.8747052,4.7338468,Thomas Bimbam,Robine Clignett,https://www.bol.com/be/nl/p/thomas-bimbam/1001004005086004/,img/Koetsweg 45.jpg
Koetsweg 45,50.8747052,4.7338468,Serge Moati,Dernieres Nouvelles de Tunis,No link found,img/Koetsweg 45.jpg
Koetsweg 45,50.8747052,4.7338468,Enterprise One-to-One,Don Peppers,https://www.bol.com/be/nl/p/enterprise-one-to-one/666851322/,img/Koetsweg 45.jpg
Koetsweg 45,50.8747052,4.7338468,Bronnenboek Internationaal Recht,Jan Wouters,https://www.bol.com/be/nl/p/internationaal-recht-in-kort-bestek/9300000008452257/,img/Koetsweg 45.jpg
Koetsweg 45,50.8747052,4.7338468,Apolloon Tussen Zwart en Wit,Albert van Hoeck,No link found,img/Koetsweg 45.jpg
Koetsweg 45,50.8747052,4.7338468,Zeg Ja Tegen de Liefde,Dr. J. Z. Baruch,No link found,img/Koetsweg 45.jpg
Koetsweg 45,50.8747052,4.7338468,The Shadow of the Lynx,Victoria Hoit,https://www.bol.com/be/nl/p/the-shadow-of-the-lynx/9200000035027132/,img/Koetsweg 45.jpg
Koetsweg 45,50.8747052,4.7338468,Fear is the Key,Alistair MacLean,https://www.bol.com/be/nl/p/fear-is-the-key/9300000168660360/,img/Koetsweg 45.jpg
Koetsweg 45,50.8747052,4.7338468,Optionen-Handel,Dr. Gregor Bauer,No link found,img/Koetsweg 45.jpg
Koetsweg 45,50.8747052,4.7338468,Omnibus Drie Romans over Stewardessen en Piloten,Constance M. White,https://www.bol.com/be/nl/p/omnibus-drie-romans-over-stewardessen-en-piloten/9200000097464906/,img/Koetsweg 45.jpg
Koetsweg 45,50.8747052,4.7338468,Anton,Schreiber-Wicke,https://www.bol.com/be/nl/p/het-toverboek-van-anton/1001004001555668/,img/Koetsweg 45.jpg
Koetsweg 45,50.8747052,4.7338468,Juultje Neemt Afscheid van School,Anneke Bloemen,No link found,img/Koetsweg 45.jpg
Koetsweg 45,50.8747052,4.7338468,Blondekoning,Henri van Daele,https://www.bol.com/be/nl/p/glamp-of-hoe-paddenwratje-kabouter/1001004001986235/,img/Koetsweg 45.jpg
Koetsweg 45,50.8747052,4.7338468,Sneeuwlucht,Marleen Nelen,https://www.bol.com/be/nl/p/alles-wat-licht-is/9200000108614066/,img/Koetsweg 45.jpg
Albert Stainierstraat 2,50.8714656,4.7235203,Vergrendelde Stad,Rene Struelens,https://www.bol.com/be/nl/p/vergrendelde-stad/9200000049435831/,img/Albert Stainierstraat 2.jpg
Albert Stainierstraat 2,50.8714656,4.7235203,S Nachts,Arnaud Roi,https://www.bol.com/be/nl/p/s-nachts/1001004010213896/,img/Albert Stainierstraat 2.jpg
Albert Stainierstraat 2,50.8714656,4.7235203,Tournee Generale De Geheimen van het Belgische Bier,Geert Degrande,https://www.bol.com/be/nl/p/tournee-generale/1001004006829177/,img/Albert Stainierstraat 2.jpg
Albert Stainierstraat 2,50.8714656,4.7235203,Sam Smith,Jonas Boets,https://www.bol.com/be/nl/p/sam-smith-spion-ontvoerd/1001004010949192/,img/Albert Stainierstraat 2.jpg
Albert Stainierstraat 2,50.8714656,4.7235203,Offenboek Europees Rijbewijs,Kol. Fr. Paesschierssens,No link found,img/Albert Stainierstraat 2.jpg
Albert Stainierstraat 2,50.8714656,4.7235203,Cidou op het Platteland,De Zwaluwen,No link found,img/Albert Stainierstraat 2.jpg
Albert Stainierstraat 2,50.8714656,4.7235203,Facebook Verfilmd als The Social Network,Ben Mezrich,No link found,img/Albert Stainierstraat 2.jpg
Albert Stainierstraat 2,50.8714656,4.7235203,Bol Mag Niet Mee,Yan Gout,No link found,img/Albert Stainierstraat 2.jpg
Albert Stainierstraat 2,50.8714656,4.7235203,Flavours That Connect Multifaith Recipe Book,Maryana Hnyp,No link found,img/Albert Stainierstraat 2.jpg
Albert Stainierstraat 2,50.8714656,4.7235203,Sprietje Een en Sprietje Twee,Leo Salien,No link found,img/Albert Stainierstraat 2.jpg
Albert Stainierstraat 2,50.8714656,4.7235203,Het Regenmeisje,A. van Nerum,No link found,img/Albert Stainierstraat 2.jpg
Albert Stainierstraat 2,50.8714656,4.7235203,Tik Tak Speelboek,Mil Lenssens,https://www.bol.com/be/nl/p/children-tik-tak-box-2/9200000050318011/,img/Albert Stainierstraat 2.jpg
Albert Stainierstraat 2,50.8714656,4.7235203,Tiny op de Boerderij,Gijs Haag,https://www.bol.com/be/nl/p/tiny-op-de-boerderij/9200000049352709/,img/Albert Stainierstraat 2.jpg
Albert Stainierstraat 2,50.8714656,4.7235203,Willis Het Doet Er Niet Toe Hoe,Daan Remmerts de Vries,https://www.bol.com/be/nl/p/willis/666838833/,img/Albert Stainierstraat 2.jpg
Albert Stainierstraat 2,50.8714656,4.7235203,Hoe Brommer Hoe Liever,Frits Vekemans,No link found,img/Albert Stainierstraat 2.jpg
Albert Stainierstraat 2,50.8714656,4.7235203,Een Boekje Over Troost van Spits,Veronique Puts,No link found,img/Albert Stainierstraat 2.jpg
Albert Stainierstraat 2,50.8714656,4.7235203,Geschiedenis van de Filosofie I,H. F. Storig,No link found,img/Albert Stainierstraat 2.jpg
Albert Stainierstraat 2,50.8714656,4.7235203,Geschiedenis van de Filosofie II,H. F. Storig,No link found,img/Albert Stainierstraat 2.jpg
Albert Stainierstraat 2,50.8714656,4.7235203,100 Recepten: Evenwichting en Niet Duur,Vereniging voor Kankerbestrijding,No link found,img/Albert Stainierstraat 2.jpg
Albert Stainierstraat 2,50.8714656,4.7235203,100 Recepten: Gezond en Lekker,Vereniging voor Kankerbestrijding,No link found,img/Albert Stainierstraat 2.jpg
Albert Stainierstraat 2,50.8714656,4.7235203,N of M,Agatha Christie,https://www.bol.com/be/nl/p/n-or-m/9200000090838680/,img/Albert Stainierstraat 2.jpg
Albert Stainierstraat 2,50.8714656,4.7235203,Moord in de Orient-Express,Agatha Christie,https://www.bol.com/be/nl/p/moord-in-de-orient-expres-moord-op-de-nijl/1001004005945772/,img/Albert Stainierstraat 2.jpg
Albert Stainierstraat 2,50.8714656,4.7235203,De Verliefde Butler,P. G. Wodehouse,https://www.bol.com/be/nl/p/verliefde-butler/9200000048892352/,img/Albert Stainierstraat 2.jpg
Albert Stainierstraat 2,50.8714656,4.7235203,Tantes Zijn Geen Heren,P. G. Wodehouse,No link found,img/Albert Stainierstraat 2.jpg
Albert Stainierstraat 2,50.8714656,4.7235203,Het Blazoen van de Woosters,P. G. Wodehouse,https://www.bol.com/be/nl/p/het-blazoen-van-de-woosters/1001004002621006/,img/Albert Stainierstraat 2.jpg
Zegelaan 29,50.8657374,4.7044391,Aller Tage Abend,Jenny Erpenbeck,https://www.bol.com/be/nl/p/aller-tage-abend/9200000078471425/,img/Zegelaan 29.jpg
Zegelaan 29,50.8657374,4.7044391,Fotofinish,Jac Toes,https://www.bol.com/be/nl/p/fotofinish/1001004004729826/,img/Zegelaan 29.jpg
Zegelaan 29,50.8657374,4.7044391,Een engel in een wrede wereld,Bradley,https://www.bol.com/be/nl/p/een-engel-in-een-wrede-wereld/666755845/,img/Zegelaan 29.jpg
Zegelaan 29,50.8657374,4.7044391,1.000.000 Puzzelwoorden,M. Sanders,https://www.bol.com/be/nl/p/1-000-000-puzzelwoorden-voor-al-uw-puzzelproblemen/9200000128383066/,img/Zegelaan 29.jpg
Zegelaan 29,50.8657374,4.7044391,Memoirs of a Geisha,Arthur Golden,https://www.bol.com/be/nl/p/memoirs-of-a-geisha/1001004005850979/,img/Zegelaan 29.jpg
Zegelaan 29,50.8657374,4.7044391,Nostradamus 1999: Who Will Survive?,Stefan Paulus,https://www.bol.com/be/nl/p/nostradamus-1999/1001004001085220/,img/Zegelaan 29.jpg
Zegelaan 29,50.8657374,4.7044391,Moni,Ka-Tsetnik 135633,https://www.bol.com/be/nl/p/moni-daniella/9200000009713666/,img/Zegelaan 29.jpg
Zegelaan 29,50.8657374,4.7044391,Super puzzelwoordenboek,Baas Harmelink,https://www.bol.com/be/nl/p/super-puzzelwoordenboek/9200000048881015/,img/Zegelaan 29.jpg
Zegelaan 29,50.8657374,4.7044391,Warten,Ha jin,https://www.bol.com/be/nl/p/warten/1001004008723156/,img/Zegelaan 29.jpg
Zegelaan 29,50.8657374,4.7044391,Carne tr¨¦mula,Ruth Rendell,No link found,img/Zegelaan 29.jpg
Zegelaan 29,50.8657374,4.7044391,Lauter Reizende Alte Damen,Agatha Christie ,https://www.bol.com/be/nl/p/lauter-reizende-alte-damen-3-cds/1001004008219390/,img/Zegelaan 29.jpg
Zegelaan 29,50.8657374,4.7044391,Mijn Horizontale Leven,Chelsea Handler,https://www.bol.com/be/nl/p/mijn-horizontale-leven/1001004002410194/,img/Zegelaan 29.jpg
Zegelaan 29,50.8657374,4.7044391,Gekwetste vogels,T. Franssen,https://www.bol.com/be/nl/p/gekwetste-vogels-t-franssen/1001004001539637/,img/Zegelaan 29.jpg
Zegelaan 29,50.8657374,4.7044391,The Secret Dreamworld of a Shopaholic,Sophie Kinsella,https://www.bol.com/be/nl/p/the-secret-dreamworld-of-a-shopaholic/9200000001984079/,img/Zegelaan 29.jpg
Zegelaan 29,50.8657374,4.7044391,Death at La Fenice,Donna Leon,https://www.bol.com/be/nl/p/a-commissario-brunetti-mystery-death-at-la-fenice/9200000046810259/,img/Zegelaan 29.jpg
Zegelaan 29,50.8657374,4.7044391,JEU DE JUMELLES,JAN ANDERSEN,No link found,img/Zegelaan 29.jpg
Zegelaan 29,50.8657374,4.7044391,Hotel Habbekrats,Rik Peters,https://www.bol.com/be/nl/p/hotel-habbekrats-mysterious-cabbage-murder/9300000096669889/,img/Zegelaan 29.jpg
Zwaluwenlaan 45,50.8589452,4.6915269,france 4 holiday guide,france naturisme,No link found,img/Zwaluwenlaan 45.jpg
Zwaluwenlaan 45,50.8589452,4.6915269,De Wens der Eeuwen,Ellen G White,https://www.bol.com/be/nl/p/wens-der-eeuwen/9300000139731107/,img/Zwaluwenlaan 45.jpg
Zwaluwenlaan 45,50.8589452,4.6915269,DE LAATSTE BRUID,Beverly Lewis,https://www.bol.com/be/nl/p/de-laatste-bruid/9200000031374371/,img/Zwaluwenlaan 45.jpg
Zwaluwenlaan 45,50.8589452,4.6915269,Claudia kookt buiten,Claudia Allemeersch,https://www.bol.com/be/nl/p/claudia-kookt-buiten/1001004011009010/,img/Zwaluwenlaan 45.jpg
Zwaluwenlaan 45,50.8589452,4.6915269,Handboek van de puzzelaar,H.C. van den Welberg,https://www.bol.com/be/nl/p/handboek-van-de-puzzelaar/666829387/,img/Zwaluwenlaan 45.jpg
Zwaluwenlaan 45,50.8589452,4.6915269,Verloren,Daniel mendelsohn,https://www.bol.com/be/nl/p/verloren/9300000154116040/,img/Zwaluwenlaan 45.jpg
Zwaluwenlaan 45,50.8589452,4.6915269,"Dag Manon, daaaag",Ellen Beukema,https://www.bol.com/be/nl/p/dag-manon-daaaag/1001004002617982/,img/Zwaluwenlaan 45.jpg
Zwaluwenlaan 45,50.8589452,4.6915269,The World of Suzie Wong,Richard Mason,https://www.bol.com/be/nl/p/the-world-of-suzie-wong/1001004011597739/,img/Zwaluwenlaan 45.jpg
Zwaluwenlaan 45,50.8589452,4.6915269,Talking to heaven,James Van Praagh,https://www.bol.com/be/nl/p/talking-to-heaven/9200000110944264/,img/Zwaluwenlaan 45.jpg
Bronlaan 2,50.8630829,4.707924,Pietje puk weet raad,Henri Arnoldus,https://www.bol.com/be/nl/p/pietje-puk-weet-raad/666748130/,img/Bronlaan 2.jpg
Bronlaan 2,50.8630829,4.707924,Pietje Puk is de baas,Henri Arnoldus,https://www.bol.com/be/nl/p/pietje-puk-is-de-baas/666748131/,img/Bronlaan 2.jpg
Bronlaan 2,50.8630829,4.707924,Pietje Puk ,Henri Arnoldus,https://www.bol.com/be/nl/p/pietje-puk-weet-raad/666748130/,img/Bronlaan 2.jpg
Bronlaan 2,50.8630829,4.707924,Pietje Puk is de baas,Henri Arnoldus,https://www.bol.com/be/nl/p/pietje-puk-gaat-op-reis-is-de-baas/1001004001304290/,img/Bronlaan 2.jpg
Bronlaan 2,50.8630829,4.707924,Pietje Puk wordt brandweerman,Henri Arnoldus,https://www.bol.com/be/nl/p/pietje-puk-heeft-gelijk-wordt-schaatskampioen/1001004002131354/,img/Bronlaan 2.jpg
Bronlaan 2,50.8630829,4.707924,Pietje Puk gaat op reis,Henri Arnoldus,https://www.bol.com/be/nl/p/pietje-puk-heeft-geluk-gaat-op-reis/9200000108690650/,img/Bronlaan 2.jpg
Bronlaan 2,50.8630829,4.707924,Pietje Puk en de winkeldief,Henri Arnoldus,https://www.bol.com/be/nl/p/pietje-puk-en-de-winkeldief/666748144/,img/Bronlaan 2.jpg
Bronlaan 2,50.8630829,4.707924,Pietje Puk wordt boswachter,Henri Arnoldus,https://www.bol.com/be/nl/p/pietje-puk-wordt-boswachter/666748129/,img/Bronlaan 2.jpg
Bronlaan 2,50.8630829,4.707924,Pietje Puk viert feest,Henri Arnoldus,No link found,img/Bronlaan 2.jpg
Bronlaan 2,50.8630829,4.707924,Pietje Puk wordt agent ,Henri Arnoldus,https://www.bol.com/be/nl/p/pietje-puk-wordt-agent/666748124/,img/Bronlaan 2.jpg
Bronlaan 2,50.8630829,4.707924,De fietskuren van Nicole en Ingrid,Ingrid De Wilde,https://www.bol.com/be/nl/p/de-fietskuren-van-nicole-en-ingrid/1001004001565454/,img/Bronlaan 2.jpg
Bronlaan 2,50.8630829,4.707924,Dief,Vivien Alcock,https://www.bol.com/be/nl/p/dief/1001004001517297/,img/Bronlaan 2.jpg
Bronlaan 2,50.8630829,4.707924,Villa Serena,Domenica de Rosa,https://www.bol.com/be/nl/p/villa-serena/9200000095240489/,img/Bronlaan 2.jpg
Bronlaan 2,50.8630829,4.707924,Stemmen voor de stad. Perspectieven op stedelijk sociaal werk. ,Odisee,No link found,img/Bronlaan 2.jpg
Bronlaan 2,50.8630829,4.707924,Order of Darkness  Changeling,Philippa Gregory,https://www.bol.com/be/nl/p/order-of-darkness-changeling/9200000033149187/,img/Bronlaan 2.jpg
Bronlaan 2,50.8630829,4.707924,Hans en Grietje,Deltas,https://www.bol.com/be/nl/p/er-was-eens-assepoester-pinokkio-hans-grietje/9300000005892247/,img/Bronlaan 2.jpg
Bronlaan 2,50.8630829,4.707924,Power Brands,Hajo Riesenbeck,https://www.bol.com/be/nl/p/power-brands/1001004008726553/,img/Bronlaan 2.jpg
Bronlaan 2,50.8630829,4.707924,Koning voetbal ,Ren¨¦ Struelens,No link found,img/Bronlaan 2.jpg
Bronlaan 2,50.8630829,4.707924,Wispel en kwispel,G. Thijs,https://www.bol.com/be/nl/p/wispel-en-kwispel/1001004005160724/,img/Bronlaan 2.jpg
Bronlaan 2,50.8630829,4.707924,Sprookjeskaravaan,Vazsonyi,https://www.bol.com/be/nl/p/sprookjeskaravaan/1001004005121320/,img/Bronlaan 2.jpg
Philipslaan 84,50.8648368,4.7237317,Tuinieren en verzorging van kamerplanten,Divers,https://www.bol.com/be/nl/p/plant/9300000044133918/,img/Philipslaan 84.jpg
Philipslaan 84,50.8648368,4.7237317,The Hangman's Song,James Oswald,https://www.bol.com/be/nl/p/the-hangman-s-song/9200000030471831/,img/Philipslaan 84.jpg
Philipslaan 84,50.8648368,4.7237317,The Kiss,Kathryn Harrison,https://www.bol.com/be/nl/p/the-kiss/9200000031598986/,img/Philipslaan 84.jpg
Philipslaan 84,50.8648368,4.7237317,The Almost Moon,Alice Sebold,https://www.bol.com/be/nl/p/the-almost-moon/9200000001535952/,img/Philipslaan 84.jpg
Philipslaan 84,50.8648368,4.7237317,Madame Curie,¨¨ve Curie,https://www.bol.com/be/nl/p/madame-curie/1001004008776670/,img/Philipslaan 84.jpg
Philipslaan 84,50.8648368,4.7237317,Brandpunt,Lee Child,https://www.bol.com/be/nl/p/jack-reacher-5-brandpunt/9200000039671829/,img/Philipslaan 84.jpg
Philipslaan 84,50.8648368,4.7237317,Oude Schuld,John Matthews,https://www.bol.com/be/nl/p/oude-schuld/666870440/,img/Philipslaan 84.jpg
Philipslaan 84,50.8648368,4.7237317,De ivoren olifant,Nerea Riesco,https://www.bol.com/be/nl/p/de-ivoren-olifant/1001004011557023/,img/Philipslaan 84.jpg
Philipslaan 84,50.8648368,4.7237317,"Flik, de eekhoorn",Pierre Coran,No link found,img/Philipslaan 84.jpg
Sparrendreef 15,50.8584101,4.7021699,Eerste dag,David Nicholls,https://www.bol.com/be/nl/p/de-eerste-dag/1001004011580423/,img/Sparrendreef 15.jpg
Sparrendreef 15,50.8584101,4.7021699,Ontrouw,Christa von Bernuth,https://www.bol.com/be/nl/p/von-bernuth-trilogie/1001004005989379/,img/Sparrendreef 15.jpg
Sparrendreef 15,50.8584101,4.7021699,Jonah Colley 1 - Vermist,Simon Beckett,https://www.bol.com/be/nl/p/jonah-colley-1-vermist/9300000082681891/,img/Sparrendreef 15.jpg
